block_id	chrom	observed_top1	observed_total	avi_top1_count	unconditional_ratio	conditional_ratio	eqtl_variant_count	eqtl_variants_per_kb
chr11_83127733_83219203	chr11	63	2457	14622	0.00430858	0.481203	95	1.0386
chr11_83219203_83544030	chr11	55	8519	9470	0.00580781	0.664351	827	2.546
chr11_83544030_83615936	chr11	1	1875	404	0.00247525	0.284776	266	3.6993
chr11_83615936_83692690	chr11	9	2037	1512	0.00595238	0.672856	105	1.368
chr11_83692690_83839412	chr11	18	3947	2126	0.0084666	0.944188	142	0.9678
chr11_83839412_83850423	chr11	0	326	8	0	0	12	1.0898
chr11_83850423_83865417	chr11	2	506	87	0.0229885	2.04361	5	0.3335
chr11_83865417_83927794	chr11	3	1921	249	0.0120482	1.17365	29	0.4649
chr11_83927794_83964505	chr11	9	1182	859	0.0104773	0.976224	15	0.4086
chr11_83964505_84064283	chr11	5	2741	1384	0.00361272	0.394531	33	0.3307
chr11_84064283_84211061	chr11	4	4048	681	0.00587372	0.638932	33	0.2248
chr11_84211061_84266947	chr11	3	1465	504	0.00595238	0.681204	6	0.1074
chr11_84266947_84329635	chr11	10	1660	1543	0.00648088	0.734229	0	0.0
chr11_84329635_84447338	chr11	8	3232	1070	0.00747664	0.816853	0	0.0
chr11_84447338_84502545	chr11	4	1409	353	0.0113314	1.33196	0	0.0
chr11_84502545_84669232	chr11	9	4647	1518	0.00592885	0.638001	0	0.0
chr11_84669232_84817987	chr11	6	4242	1223	0.00490597	0.516116	11	0.0739
chr11_84817987_84902060	chr11	3	2509	380	0.00789474	0.793624	88	1.0467
chr11_84902060_84938598	chr11	10	1011	1325	0.00754717	0.818274	40	1.0948
chr11_84938598_85044681	chr11	2	3143	209	0.00956938	0.968961	180	1.6968
chr11_85044681_85137752	chr11	7	2592	819	0.00854701	0.920693	180	1.934
chr11_85137752_85689020	chr11	73	15190	10928	0.00668009	0.727291	1145	2.077
chr11_85689020_85825952	chr11	78	3511	9120	0.00855263	1.00068	327	2.388
chr11_85825952_85931401	chr11	22	2817	2573	0.00855033	0.960196	330	3.1295
chr11_85931401_86069540	chr11	39	3922	8440	0.00462085	0.488261	407	2.9463
chr11_86069540_86161876	chr11	9	2395	1472	0.00611413	0.707166	260	2.8158
chr11_86161876_86194673	chr11	7	984	526	0.013308	1.33068	54	1.6465
chr11_86194673_86359963	chr11	36	4355	7268	0.00495322	0.563985	565	3.4182
chr11_86359963_86396768	chr11	9	942	1426	0.00631136	0.739776	95	2.5812
chr11_86396768_86485319	chr11	26	2400	4977	0.00522403	0.578241	306	3.4556
chr11_86485319_86549431	chr11	7	1848	1382	0.00506512	0.527167	253	3.9462
chr11_86549431_86581480	chr11	8	875	1023	0.00782014	0.859295	97	3.0266
chr11_86581480_86641850	chr11	7	1710	648	0.0108025	1.14411	291	4.8203
chr11_86641850_86715503	chr11	4	2218	814	0.004914	0.489537	294	3.9917
chr11_86715503_86737723	chr11	4	639	137	0.0291971	3.04582	89	4.0054
chr11_86737723_86854076	chr11	30	3296	3763	0.00797236	0.844304	344	2.9565
chr11_86854076_86907660	chr11	2	1581	408	0.00490196	0.498419	82	1.5303
chr11_86907660_86940257	chr11	6	816	1020	0.00588235	0.704952	96	2.9451
chr11_86940257_87007936	chr11	42	1759	6499	0.00646253	0.745954	157	2.3198
chr11_87007936_87041924	chr11	1	941	560	0.00178571	0.193495	124	3.6483
chr11_87041924_87236575	chr11	16	5262	1619	0.00988264	1.09673	403	2.0704
chr11_87236575_87295182	chr11	2	1643	641	0.00312012	0.333891	213	3.6344
chr11_87295182_87354615	chr11	11	1432	2322	0.0047373	0.589843	127	2.1369
chr11_87354615_87412688	chr11	0	1688	174	0	0	93	1.6014
chr11_87412688_87465399	chr11	3	1570	377	0.00795756	0.801499	44	0.8347
chr11_87465399_87510298	chr11	1	1559	61	0.0163934	1.41639	41	0.9132
chr11_87510298_87673835	chr11	2	5501	87	0.0229885	2.05025	85	0.5198
chr11_87673835_87718864	chr11	0	1471	7	0	0	16	0.3553
chr11_87718864_87745262	chr11	1	825	186	0.00537634	0.51609	12	0.4546
chr11_87745262_87876318	chr11	3	4121	165	0.0181818	1.73465	64	0.4883
chr11_87876318_87922595	chr11	0	1348	100	0	0	11	0.2377
chr11_87922595_87957429	chr11	0	1047	17	0	0	1	0.0287
chr11_87957429_88009667	chr11	1	896	15	0.0666667	6.14821	25	0.4786
chr11_88009667_88047630	chr11	0	1219	51	0	0	73	1.9229
chr11_88047630_88094346	chr11	1	1284	30	0.0333333	3.63832	87	1.8623
chr11_88094346_88127161	chr11	7	902	394	0.0177665	1.93905	71	2.1636
chr11_88127161_88203605	chr11	14	2143	1742	0.00803674	0.860047	306	4.0029
chr11_88203605_88237205	chr11	0	969	51	0	0	238	7.0833
chr11_88237205_88266851	chr11	0	802	35	0	0	65	2.1925
chr11_88266851_88336438	chr11	18	1818	2642	0.00681302	0.782339	203	2.9172
chr11_88336438_88390564	chr11	3	1453	423	0.0070922	0.792579	155	2.8637
chr11_88390564_88441282	chr11	1	1466	418	0.00239234	0.248298	150	2.9575
chr11_88441282_88591500	chr11	27	4243	5226	0.00516648	0.548737	136	0.9054
chr11_88591500_88736016	chr11	9	4168	1696	0.0053066	0.551984	21	0.1453
chr11_88736016_88884688	chr11	4	4162	759	0.00527009	0.564763	304	2.0448
chr11_88884688_89029500	chr11	1	3302	238	0.00420168	0.552805	193	1.3328
chr11_89029500_89140253	chr11	11	2522	2037	0.0054001	0.711432	54	0.4876
chr11_89140253_89331849	chr11	37	4952	3454	0.0107122	1.24339	210	1.0961
chr11_89331849_89475686	chr11	29	3763	3540	0.00819209	0.939404	163	1.1332
chr11_89475686_89922323	chr11	29	6728	6989	0.00414938	0.826367	975	2.183
chr11_89922323_90184531	chr11	31	2629	7690	0.00403121	1.20618	546	2.0823
chr11_90184531_90237759	chr11	9	1350	2904	0.00309917	0.366584	226	4.2459
chr11_90237759_90308883	chr11	0	2027	195	0	0	212	2.9807
chr11_90308883_90484520	chr11	0	4694	134	0	0	511	2.9094
chr11_90484520_90639135	chr11	0	4508	38	0	0	635	4.107
chr11_90639135_90777792	chr11	4	4127	234	0.017094	1.72295	410	2.9569
chr11_90777792_90806262	chr11	0	804	18	0	0	65	2.2831
chr11_90806262_91053022	chr11	0	6787	151	0	0	166	0.6727
chr11_91053022_91233488	chr11	2	5391	299	0.00668896	0.671748	160	0.8866
chr11_91233488_91404174	chr11	0	4780	363	0	0	1	0.0059
chr11_91404174_91423047	chr11	0	503	98	0	0	2	0.106
chr11_91423047_91517684	chr11	2	3147	63	0.031746	2.86401	1	0.0106
chr11_91517684_91604737	chr11	0	2651	26	0	0	2	0.023
chr11_91604737_91720456	chr11	1	3283	138	0.00724638	0.76626	0	0.0
chr11_91720456_91802786	chr11	3	2427	209	0.0143541	1.46078	58	0.7045
chr11_91802786_91849731	chr11	0	1275	42	0	0	25	0.5325
chr11_91849731_91895446	chr11	0	1345	88	0	0	30	0.6562
chr11_91895446_91947423	chr11	0	1389	96	0	0	28	0.5387
chr11_91947423_92081564	chr11	0	4006	195	0	0	384	2.8627
chr11_92081564_92206691	chr11	3	3571	392	0.00765306	0.804484	372	2.973
chr11_92206691_92240362	chr11	3	919	339	0.00884956	0.97271	16	0.4752
chr11_92240362_92264996	chr11	1	615	269	0.00371747	0.446713	0	0.0
chr11_92264996_92473652	chr11	44	5512	6938	0.00634189	0.720214	193	0.925
chr11_92473652_92532758	chr11	6	1529	995	0.00603015	0.699316	22	0.3722
chr11_92532758_92583554	chr11	4	1498	343	0.0116618	1.18633	9	0.1772
chr11_92583554_92683658	chr11	4	2752	856	0.0046729	0.50993	13	0.1299
chr11_92683658_92832813	chr11	71	3962	12449	0.00570327	0.644123	36	0.2414
chr11_92832813_92894477	chr11	48	1728	7750	0.00619355	0.663054	46	0.746
chr11_92894477_92931854	chr11	4	1034	241	0.0165975	1.7999	61	1.632
chr11_92931854_92994791	chr11	8	1658	1368	0.00584795	0.665958	112	1.7796
chr11_92994791_93024751	chr11	1	822	114	0.00877193	0.95915	23	0.7677
chr11_93024751_93087232	chr11	2	1770	198	0.010101	1.0697	116	1.8566
chr11_93087232_93124001	chr11	0	916	42	0	0	42	1.1423
chr11_93124001_93278791	chr11	30	3527	3549	0.00845309	1.11295	376	2.4291
chr11_93278791_93410289	chr11	28	3266	3007	0.00931161	1.12473	416	3.1635
chr11_93410289_93496256	chr11	9	1983	1066	0.00844278	1.09803	215	2.501
chr11_93496256_93536694	chr11	2	1160	386	0.00518135	0.541871	133	3.289
chr11_93536694_93636325	chr11	8	2633	697	0.0114778	1.30293	258	2.5896
chr11_93636325_93843561	chr11	86	5355	16275	0.00528418	0.613486	625	3.0159
chr11_93843561_93958428	chr11	3	3203	568	0.00528169	0.568241	529	4.6053
chr11_93958428_94072448	chr11	28	2982	2874	0.00974252	1.11755	365	3.2012
chr11_94072448_94181790	chr11	53	2993	6584	0.00804982	0.882242	282	2.5791
chr11_94181790_94302275	chr11	2	3229	174	0.0114943	1.28667	387	3.212
chr11_94302275_94520277	chr11	61	6205	9323	0.00654296	0.689627	845	3.8761
chr11_94520277_94606118	chr11	27	2314	4932	0.00547445	0.609247	244	2.8425
chr11_94606118_94643968	chr11	8	971	1828	0.00437637	0.511778	108	2.8534
chr11_94643968_94658679	chr11	0	460	79	0	0	39	2.6511
chr11_94658679_94677138	chr11	1	615	45	0.0222222	2.00098	38	2.0586
chr11_94677138_94739385	chr11	5	1657	925	0.00540541	0.60918	135	2.1688
chr11_94739385_94836683	chr11	25	2422	4171	0.00599377	0.722355	105	1.0792
chr11_94836683_94948807	chr11	15	3090	2795	0.00536673	0.584212	149	1.3289
chr11_94948807_95041147	chr11	24	2416	5596	0.00428878	0.491754	209	2.2634
chr11_95041147_95092965	chr11	31	1377	3663	0.00846301	0.955416	137	2.6439
chr11_95092965_95125255	chr11	2	833	436	0.00458716	0.533443	100	3.0969
chr11_95125255_95160268	chr11	10	937	1631	0.00613121	0.687317	90	2.5705
chr11_95160268_95230097	chr11	15	1505	4281	0.00350385	0.487716	65	0.9308
chr11_95230097_95253869	chr11	5	564	604	0.00827815	1.04675	17	0.7151
chr11_95253869_95341096	chr11	7	2288	1505	0.00465116	0.531958	75	0.8598
chr11_95341096_95397118	chr11	0	1521	119	0	0	14	0.2499
chr11_95397118_95431889	chr11	1	928	41	0.0243902	2.74162	0	0.0
chr11_95431889_95460319	chr11	2	639	270	0.00740741	0.988698	12	0.4221
chr11_95460319_95502929	chr11	0	1165	120	0	0	122	2.8632
chr11_95502929_95537193	chr11	3	1022	354	0.00847458	0.852367	15	0.4378
chr11_95537193_95571417	chr11	3	931	326	0.00920245	1.01486	54	1.5778
chr11_95571417_95599950	chr11	3	746	336	0.00892857	1.0245	66	2.3131
chr11_95599950_95683170	chr11	1	2203	474	0.0021097	0.239087	36	0.4326
chr11_95683170_95698019	chr11	1	378	202	0.0049505	0.583412	13	0.8755
chr11_95698019_95757590	chr11	5	1551	440	0.0113636	1.30937	92	1.5444
chr11_95757590_95862530	chr11	69	2809	11120	0.00620504	0.695432	334	3.1828
chr11_95862530_95947265	chr11	6	2068	1323	0.00453515	0.557474	204	2.4075
chr11_95947265_95974126	chr11	0	734	20	0	0	63	2.3454
chr11_95974126_95991494	chr11	13	508	1691	0.00768776	0.78851	38	2.1879
chr11_95991494_96028982	chr11	9	1065	1115	0.00807175	0.852377	3	0.08
chr11_96028982_96054430	chr11	5	726	572	0.00874126	0.919205	4	0.1572
chr11_96054430_96068960	chr11	1	400	382	0.0026178	0.285275	13	0.8947
chr11_96068960_96094392	chr11	30	779	2471	0.0121408	1.18908	11	0.4325
chr11_96094392_96126212	chr11	3	834	612	0.00490196	0.561081	7	0.22
chr11_96126212_96186365	chr11	9	1555	1534	0.00586701	0.680872	50	0.8312
chr11_96186365_96194535	chr11	1	220	238	0.00420168	0.468105	10	1.224
chr11_96194535_96233648	chr11	4	1054	996	0.00401606	0.447098	8	0.2045
chr11_96233648_96245797	chr11	3	324	363	0.00826446	0.929676	1	0.0823
chr11_96245797_96264891	chr11	7	522	647	0.0108192	1.18725	15	0.7856
chr11_96264891_96313871	chr11	7	1304	877	0.00798176	0.899417	87	1.7762
chr11_96313871_96422515	chr11	41	2543	7322	0.00559956	0.717686	170	1.5647
chr11_96422515_96494376	chr11	0	1846	137	0	0	174	2.4213
chr11_96494376_96576396	chr11	2	2240	195	0.0102564	1.12409	165	2.0117
chr11_96576396_96664365	chr11	0	2621	102	0	0	224	2.5464
chr11_96664365_96707521	chr11	0	1119	27	0	0	7	0.1622
chr11_96707521_96787161	chr11	1	2264	193	0.00518135	0.546788	44	0.5525
chr11_96787161_96876342	chr11	1	2899	182	0.00549451	0.507077	5	0.0561
chr11_96876342_96979448	chr11	0	3028	83	0	0	1	0.0097
chr11_96979448_97114635	chr11	1	3813	103	0.00970874	1.03265	3	0.0222
chr11_97114635_97180223	chr11	2	1983	78	0.025641	2.54424	15	0.2287
chr11_97180223_97185607	chr11	0	179	4	0	0	0	0.0
chr11_97185607_97216914	chr11	0	1096	4	0	0	2	0.0639
chr11_97216914_97255916	chr11	1	1138	69	0.0144928	1.4901	1	0.0256
chr11_97255916_97305369	chr11	3	1499	243	0.0123457	1.22188	0	0.0
chr11_97305369_97410245	chr11	0	3281	120	0	0	0	0.0
chr11_97410245_97535616	chr11	0	3580	79	0	0	3	0.0239
chr11_97535616_97622750	chr11	0	2406	29	0	0	0	0.0
chr11_97622750_97675966	chr11	0	1520	4	0	0	0	0.0
chr11_97675966_97737704	chr11	0	1711	76	0	0	0	0.0
chr11_97737704_97802425	chr11	4	1854	149	0.0268456	2.81145	1	0.0155
chr11_97802425_97928061	chr11	3	3521	101	0.029703	3.17958	124	0.987
chr11_97928061_97984943	chr11	0	1622	76	0	0	60	1.0548
chr11_97984943_98048097	chr11	0	1897	63	0	0	46	0.7284
chr11_98048097_98277228	chr11	0	6584	88	0	0	172	0.7507
chr11_98277228_98373048	chr11	1	2726	37	0.027027	2.85003	0	0.0
chr11_98373048_98493526	chr11	0	3381	17	0	0	3	0.0249
chr11_98493526_98560812	chr11	0	1952	8	0	0	0	0.0
chr11_98560812_98583455	chr11	0	684	5	0	0	0	0.0
chr11_98583455_98679299	chr11	0	2912	46	0	0	102	1.0642
chr11_98679299_98742778	chr11	1	1936	50	0.02	1.96732	51	0.8034
chr11_98742778_98834922	chr11	0	2904	10	0	0	65	0.7054
chr11_98834922_98900010	chr11	0	2044	4	0	0	11	0.169
chr11_98939469_99012910	chr11	0	2172	12	0	0	0	0.0
chr11_99012910_99058472	chr11	3	1157	215	0.0139535	1.64844	0	0.0
chr11_99058472_99163868	chr11	0	3259	328	0	0	174	1.6509
chr11_99163868_99222719	chr11	0	1743	22	0	0	86	1.4613
chr11_99222719_99349410	chr11	4	3721	435	0.0091954	0.939243	21	0.1658
chr11_99349410_99426947	chr11	0	2249	192	0	0	9	0.1161
chr11_99426947_99518633	chr11	0	2768	22	0	0	23	0.2509
chr11_99518633_99545939	chr11	1	864	45	0.0222222	2.10694	0	0.0
chr11_99545939_99612187	chr11	1	1772	137	0.00729927	0.818672	3	0.0453
chr11_99612187_99664058	chr11	1	1878	29	0.0344828	2.85728	219	4.222
chr11_99664058_99745143	chr11	2	2832	105	0.0190476	1.6361	1	0.0123
chr11_99745143_99886672	chr11	8	4867	1051	0.0076118	0.664038	5	0.0353
chr11_99886672_99913649	chr11	0	958	24	0	0	1	0.0371
chr11_99913649_99940052	chr11	3	848	281	0.0106762	0.997226	0	0.0
chr11_99940052_100009826	chr11	8	2497	814	0.00982801	0.823876	9	0.129
chr11_100009826_100077370	chr11	10	2179	1308	0.00764526	0.710957	2	0.0296
chr11_100077370_100108491	chr11	1	945	152	0.00657895	0.649979	1	0.0321
chr11_100108491_100132942	chr11	0	682	48	0	0	0	0.0
chr11_100132942_100174692	chr11	2	1143	58	0.0344828	3.77862	9	0.2156
chr11_100174692_100272102	chr11	13	2751	2017	0.00644522	0.684655	9	0.0924
chr11_100272102_100300223	chr11	5	704	752	0.00664894	0.796767	12	0.4267
chr11_100300223_100316717	chr11	0	398	239	0	0	0	0.0
chr11_100316717_100356231	chr11	11	1012	1369	0.00803506	0.941198	0	0.0
chr11_100356231_100544146	chr11	4	5132	477	0.00838574	0.921166	0	0.0
chr11_100544146_100641055	chr11	6	2757	606	0.00990099	1.04406	208	2.1463
chr11_100641055_100774685	chr11	7	3586	1699	0.00412007	0.460595	450	3.3675
chr11_100774685_100827501	chr11	10	1389	666	0.015015	1.71281	125	2.3667
chr11_100827501_100883657	chr11	7	1528	748	0.00935829	1.03179	87	1.5493
chr11_100883657_100958666	chr11	5	2195	2171	0.00230309	0.236108	208	2.773
chr11_100958666_101001609	chr11	10	1127	3336	0.0029976	0.34266	75	1.7465
chr11_101001609_101034325	chr11	2	882	207	0.00966184	1.07516	104	3.1789
chr11_101034325_101137382	chr11	17	2703	4168	0.00407869	0.466524	306	2.9692
chr11_101137382_101288574	chr11	4	4420	363	0.0110193	1.13079	212	1.4022
chr11_101288574_101336011	chr11	0	1296	5	0	0	19	0.4005
chr11_101336011_101472898	chr11	8	3847	2031	0.00393895	0.420476	16	0.1169
chr11_101472898_101526592	chr11	18	1551	4244	0.00424128	0.440486	178	3.3151
chr11_101526592_101653700	chr11	10	3758	671	0.0149031	1.51222	561	4.4136
chr11_101653700_101739649	chr11	7	2244	256	0.0273438	3.14194	243	2.8273
chr11_101739649_101890280	chr11	13	4426	846	0.0153664	1.56891	472	3.1335
chr11_101890280_102012012	chr11	41	2970	5011	0.008182	1.00607	181	1.4869
chr11_102012012_102099831	chr11	6	2171	1858	0.00322928	0.391882	155	1.765
chr11_102099831_102164975	chr11	10	1824	2545	0.00392927	0.421001	131	2.0109
chr11_102164975_102272072	chr11	25	2907	3692	0.0067714	0.748397	125	1.1672
chr11_102272072_102321455	chr11	4	1399	588	0.00680272	0.720383	80	1.62
chr11_102321455_102465886	chr11	25	3721	7386	0.00338478	0.394142	244	1.6894
chr11_102465886_102496579	chr11	2	941	245	0.00816327	0.798794	74	2.411
chr11_102496579_102519261	chr11	0	672	38	0	0	73	3.2184
chr11_102519261_102581500	chr11	18	1898	2180	0.00825688	0.812276	183	2.9403
chr11_102581500_102631302	chr11	30	1548	2915	0.0102916	0.993298	212	4.2569
chr11_102631302_102705627	chr11	30	2312	2525	0.0118812	1.14585	285	3.8345
chr11_102705627_102762862	chr11	27	1675	2968	0.00909704	0.932541	153	2.6732
chr11_102762862_102798499	chr11	44	1078	4232	0.010397	1.03112	81	2.2729
chr11_102798499_102845590	chr11	30	1459	2718	0.0110375	1.06875	136	2.888
chr11_102845590_102890812	chr11	14	1122	2235	0.00626398	0.757406	81	1.7912
chr11_102890812_102920712	chr11	1	854	165	0.00606061	0.636577	57	1.9064
chr11_102920712_102935729	chr11	1	449	60	0.0166667	1.67227	17	1.1321
chr11_102935729_102963097	chr11	24	724	2922	0.00821355	0.931444	37	1.3519
chr11_102963097_103051363	chr11	2	2336	454	0.00440529	0.499363	104	1.1783
chr11_103051363_103151204	chr11	39	2253	8166	0.0047759	0.634928	119	1.1919
chr11_103151204_103283167	chr11	93	3158	16044	0.00579656	0.726661	215	1.6292
chr11_103283167_103440113	chr11	24	4437	3227	0.00743725	0.789213	580	3.6955
chr11_103440113_103545241	chr11	6	2906	1090	0.00550459	0.597405	200	1.9024
chr11_103545241_103581300	chr11	0	998	13	0	0	25	0.6933
chr11_103581300_103620582	chr11	0	1110	175	0	0	29	0.7383
chr11_103620582_103775984	chr11	2	4113	388	0.00515464	0.584275	211	1.3578
chr11_103775984_103900193	chr11	3	3173	368	0.00815217	0.957365	220	1.7712
chr11_103900193_103965101	chr11	10	1681	1615	0.00619195	0.717264	40	0.6163
chr11_103965101_103989631	chr11	0	697	25	0	0	0	0.0
chr11_103989631_104049517	chr11	20	1584	2484	0.00805153	0.913208	40	0.6679
chr11_104049517_104089259	chr11	0	1042	23	0	0	66	1.6607
chr11_104089259_104099415	chr11	0	257	21	0	0	3	0.2954
chr11_104099415_104171134	chr11	9	2015	652	0.0138037	1.47392	93	1.2967
chr11_104171134_104332221	chr11	1	4355	99	0.010101	1.12088	127	0.7884
chr11_104332221_104525727	chr11	3	5132	113	0.0265487	3.00311	515	2.6614
chr11_104525727_104729443	chr11	2	5178	405	0.00493827	0.582853	374	1.8359
chr11_104729443_104911241	chr11	13	4788	1509	0.00861498	0.981319	493	2.7118
chr11_104911241_104950545	chr11	9	1066	1049	0.0085796	0.949004	131	3.333
chr11_104950545_105002933	chr11	14	1573	1698	0.00824499	0.823787	140	2.6724
chr11_105002933_105053519	chr11	24	1434	2844	0.00843882	0.893067	242	4.7839
chr11_105053519_105193714	chr11	33	4005	3468	0.00951557	0.999278	480	3.4238
chr11_105193714_105530334	chr11	5	8272	444	0.0112613	1.37479	739	2.1954
chr11_105530334_105613140	chr11	6	1953	1151	0.00521286	0.663066	125	1.5096
chr11_105613140_105851909	chr11	7	5785	1076	0.00650558	0.80553	239	1.001
chr11_105851909_106056451	chr11	64	4573	14187	0.00451117	0.60533	305	1.4911
chr11_106056451_106381444	chr11	28	8339	3647	0.00767754	0.897643	733	2.2554
chr11_106381444_106398757	chr11	2	491	43	0.0465116	4.9201	4	0.231
chr11_106398757_106410731	chr11	0	332	53	0	0	5	0.4176
chr11_106410731_106446983	chr11	0	960	22	0	0	45	1.2413
chr11_106446983_106531971	chr11	5	2239	317	0.0157729	1.79612	79	0.9295
chr11_106531971_106551327	chr11	0	477	3	0	0	6	0.31
chr11_106551327_106649694	chr11	0	2531	96	0	0	17	0.1728
chr11_106649694_106707125	chr11	4	1346	652	0.00613497	0.785299	19	0.3308
chr11_106707125_106766791	chr11	3	1477	514	0.00583658	0.707336	30	0.5028
chr11_106766791_106794213	chr11	1	672	396	0.00252525	0.309141	15	0.547
chr11_106794213_106958015	chr11	17	4083	3119	0.00545046	0.655986	109	0.6654
chr11_106958015_107032621	chr11	8	1961	1311	0.00610221	0.696474	45	0.6032
chr11_107032621_107103312	chr11	0	1870	86	0	0	111	1.5702
chr11_107103312_107182547	chr11	2	2134	100	0.02	2.22779	99	1.2494
chr11_107182547_107246965	chr11	2	1830	73	0.0273973	2.89324	210	3.26
chr11_107246965_107264253	chr11	0	531	41	0	0	128	7.404
chr11_107264253_107473998	chr11	26	5446	4212	0.00617284	0.713215	900	4.2909
chr11_107473998_107558697	chr11	30	2143	2920	0.010274	1.21819	265	3.1287
chr11_107558697_107622098	chr11	8	1631	1102	0.00725953	0.846587	165	2.6025
chr11_107622098_107653859	chr11	10	742	1991	0.0050226	0.644971	32	1.0075
chr11_107653859_107700663	chr11	11	1273	1321	0.00832702	0.918472	115	2.4571
chr11_107700663_107752725	chr11	8	1347	1382	0.00578871	0.671207	119	2.2857
chr11_107752725_107825135	chr11	10	2173	2442	0.004095	0.409368	353	4.875
chr11_107825135_107891757	chr11	3	1815	387	0.00775194	0.853636	221	3.3172
chr11_107891757_107972599	chr11	10	2007	2009	0.0049776	0.601494	194	2.3997
chr11_107972599_107992160	chr11	0	595	34	0	0	59	3.0162
chr11_107992160_108112288	chr11	10	3149	6733	0.00148522	0.169975	250	2.0811
chr11_108112288_108495722	chr11	175	9284	29007	0.00603303	0.747501	778	2.029
chr11_108495722_108569526	chr11	31	2014	4593	0.0067494	0.742005	136	1.8427
chr11_108569526_108626945	chr11	5	1607	1051	0.00475737	0.509951	109	1.8983
chr11_108626945_108658738	chr11	0	862	101	0	0	11	0.346
chr11_108658738_108953738	chr11	39	7583	5743	0.00679088	0.792552	329	1.1153
chr11_108953738_109005691	chr11	3	1392	281	0.0106762	1.19538	12	0.231
chr11_109005691_109044109	chr11	2	1208	205	0.0097561	0.930819	25	0.6507
chr11_109044109_109089228	chr11	2	1327	140	0.0142857	1.45718	21	0.4654
chr11_109089228_109147665	chr11	1	1615	78	0.0128205	1.39169	19	0.3251
chr11_109147665_109305995	chr11	2	4514	233	0.00858369	0.903227	25	0.1579
chr11_109305995_109405672	chr11	3	2598	407	0.00737101	0.848406	120	1.2039
chr11_109405672_109504227	chr11	19	2614	1732	0.01097	1.2408	49	0.4972
chr11_109504227_109669714	chr11	1	5027	250	0.004	0.395036	297	1.7947
chr11_109669714_109768123	chr11	2	2858	180	0.0111111	1.14776	60	0.6097
