rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
23231	40.5487	chr4_22831171_22911670	chr4	22831171	22911670	80499	0.0033540789	25.59315	25.459206	810	10.062237	21.197338	4.3102556	241497
23232	40.5461	chr14_101237488_101255079	chr14	101237488	101255079	17591	0.0033539878	23.26956	22.545435	177	10.061964	21.015134	2.7734471	52773
23233	40.5436	chr12_96084036_96132842	chr12	96084036	96132842	48806	0.0033534128	25.6129	25.111722	491	10.060238	21.648811	4.2734984	146418
23234	40.541	chr2_147047212_147197445	chr2	147047212	147197445	150233	0.0033525701	25.07248	24.934567	1511	10.05771	21.3285	4.3582709	450699
23235	40.5385	chr2_227191543_227208153	chr2	227191543	227208153	16610	0.0033513947	26.16404	24.824193	167	10.054184	21.879967	4.4328376	49830
23236	40.5359	chr6_12215928_12260690	chr6	12215928	12260690	44762	0.0033510567	28.30607	27.841835	450	10.05317	21.83849	4.0119701	134286
23237	40.5333	chr6_99036020_99089840	chr6	99036020	99089840	53820	0.0033506751	23.7381	23.09329	541	10.052025	21.151107	4.7443452	161460
23238	40.5308	chr2_109012398_109032399	chr2	109012398	109032399	20001	0.0033498325	24.09514	23.518777	201	10.049498	21.21931	3.7957025	60003
23239	40.5282	chr14_54579495_54618906	chr14	54579495	54618906	39411	0.0033493187	25.35691	24.086559	396	10.047956	21.236654	5.8512879	118233
23240	40.5257	chr10_130047430_130129242	chr10	130047430	130129242	81812	0.0033491419	46.88462	40.018586	822	10.047426	23.511044	3.7857772	245436
23241	40.5231	chr4_115052521_115269632	chr4	115052521	115269632	217111	0.0033485176	44.92697	41.396407	2181	10.045553	23.999535	3.1818883	651333
23242	40.5206	chr4_80881519_80968226	chr4	80881519	80968226	86707	0.0033484417	46.74709	42.681385	871	10.045325	23.559773	4.0899588	260121
23243	40.518	chr5_103645332_103660763	chr5	103645332	103660763	15431	0.0033482384	22.84134	22.094178	155	10.044715	20.995728	4.9958641	46293
23244	40.5154	chr3_147705634_147776725	chr3	147705634	147776725	71091	0.0033478218	24.48037	24.014875	714	10.043465	21.190838	4.1852113	213273
23245	40.5129	chr12_119194542_119232080	chr12	119194542	119232080	37538	0.0033477188	33.89702	30.513613	377	10.043156	22.315654	4.2820686	112614
23246	40.5103	chr9_119860781_119914260	chr9	119860781	119914260	53479	0.0033471082	23.26275	22.677247	537	10.041325	21.032377	3.8976338	160437
23247	40.5078	chr5_166749107_166786359	chr5	166749107	166786359	37252	0.0033465765	24.51515	23.738857	374	10.039729	21.273906	3.7669667	111756
23248	40.5052	chr6_125468501_125486132	chr6	125468501	125486132	17631	0.0033463785	23.88047	22.883733	177	10.039136	20.839157	4.4371035	52893
23249	40.5026	chr6_19355163_19452292	chr6	19355163	19452292	97129	0.0033460655	24.98802	24.733902	975	10.038197	21.330945	3.9919977	291387
23250	40.5001	chr15_97553783_97610965	chr15	97553783	97610965	57182	0.0033460413	25.80745	24.291078	574	10.038124	21.288933	3.3949888	171546
23251	40.4975	chr8_20098409_20119532	chr8	20098409	20119532	21123	0.0033454844	23.60636	23.324842	212	10.036453	21.330005	4.0232527	63369
23252	40.495	chr3_87039964_87076232	chr3	87039964	87076232	36268	0.0033454652	23.91151	23.346021	364	10.036396	21.291626	4.1198013	108804
23253	40.4924	chr13_111513751_111594565	chr13	111513751	111594565	80814	0.00334513	24.22565	24.151361	811	10.03539	21.318305	2.921582	242442
23254	40.4898	chr1_18133212_18161316	chr1	18133212	18161316	28104	0.0033447196	24.72592	23.558492	282	10.034159	21.261954	4.0789995	84312
23255	40.4873	chr21_39001778_39016132	chr21	39001778	39016132	14354	0.0033440156	24.19301	23.408478	144	10.032047	21.242867	3.5862888	43062
23256	40.4847	chr4_100298098_100316441	chr4	100298098	100316441	18343	0.0033436915	24.38124	23.519676	184	10.031075	21.21412	4.5175432	55029
23257	40.4822	chr16_85237101_85246373	chr16	85237101	85246373	9272	0.0033433995	27.46762	25.096393	93	10.030198	21.821411	3.6975348	27816
23258	40.4796	chr5_167420329_167438477	chr5	167420329	167438477	18148	0.0033428844	23.80035	22.931689	182	10.028653	21.181338	4.8099046	54444
23259	40.477	chr20_51743726_51763776	chr20	51743726	51763776	20050	0.0033416459	33.20994	24.280832	201	10.024938	21.274812	4.1488505	60150
23260	40.4745	chr3_171248083_171322602	chr3	171248083	171322602	74519	0.0033414297	29.86808	26.133194	747	10.024289	21.212081	5.539102	223557
23261	40.4719	chr13_50487840_50597888	chr13	50487840	50597888	110048	0.0033409664	25.54753	25.134028	1103	10.022899	21.340621	5.0695592	330144
23262	40.4694	chr2_215458410_215499518	chr2	215458410	215499518	41108	0.0033407934	25.1707	24.758395	412	10.02238	21.583477	4.5491444	123324
23263	40.4668	chr19_35084260_35098033	chr19	35084260	35098033	13773	0.0033398679	24.15014	23.552945	138	10.019604	21.407293	3.813593	41319
23264	40.4642	chr9_74356543_74498066	chr9	74356543	74498066	141523	0.0033398576	40.86902	32.794997	1418	10.019573	21.363381	4.2072913	424569
23265	40.4617	chr6_2459046_2511052	chr6	2459046	2511052	52006	0.0033393583	23.91963	23.78743	521	10.018075	21.157567	4.139858	156018
23266	40.4591	chr13_44741884_44810467	chr13	44741884	44810467	68583	0.0033390199	24.2233	23.955107	687	10.01706	21.205283	4.5517707	205749
23267	40.4566	chr9_124101845_124129104	chr9	124101845	124129104	27259	0.003338347	23.98458	23.750083	273	10.015041	21.354057	3.7663818	81777
23268	40.454	chr5_169923963_169936047	chr5	169923963	169936047	12084	0.0033377469	24.27933	23.610629	121	10.013241	21.486431	4.9954295	36252
23269	40.4515	chr5_16892329_16963043	chr5	16892329	16963043	70714	0.0033373872	39.88659	32.349764	708	10.012162	21.676489	4.4269154	212142
23270	40.4489	chr12_41889593_41954221	chr12	41889593	41954221	64628	0.0033370469	23.99622	23.767879	647	10.011141	21.071382	4.6511833	193884
23271	40.4463	chr15_47860021_47918157	chr15	47860021	47918157	58136	0.0033370029	26.02091	24.608905	582	10.011009	21.20991	4.379227	174408
23272	40.4438	chr6_156048380_156067561	chr6	156048380	156067561	19181	0.0033366352	23.55856	22.436626	192	10.009906	20.960877	4.043506	57543
23273	40.4412	chr3_131569745_131655773	chr3	131569745	131655773	86028	0.0033361231	49.52081	42.516473	861	10.008369	25.536005	4.4493545	258084
23274	40.4387	chr3_77336819_77394581	chr3	77336819	77394581	57762	0.0033355262	26.60593	25.843929	578	10.006579	21.102305	4.3301563	173286
23275	40.4361	chr10_19987613_20022590	chr10	19987613	20022590	34977	0.0033355252	60.30777	41.700266	350	10.006576	23.516548	4.5777808	104931
23276	40.4335	chr5_89594811_89709747	chr5	89594811	89709747	114936	0.0033351894	24.43962	23.971676	1150	10.005568	21.125063	3.8578745	344808
23277	40.431	chr2_111271775_111357636	chr2	111271775	111357636	85861	0.0033348474	26.44238	25.492404	859	10.004542	21.505245	3.9186464	257583
23278	40.4284	chrX_32639970_32768432	chrX	32639970	32768432	128462	0.0033343194	53.89481	43.134497	1285	10.002958	25.151551	3.6000684	385386
23279	40.4259	chr9_73175173_73233465	chr9	73175173	73233465	58292	0.0033337908	28.25289	27.885835	583	10.001372	21.560583	3.9059276	174876
23280	40.4233	chr10_28362946_28392543	chr10	28362946	28392543	29597	0.0033336712	27.3837	25.620725	296	10.001014	21.199597	3.9954712	88791
23281	40.4207	chr11_119791375_119830878	chr11	119791375	119830878	39503	0.0033330802	23.63512	22.587871	395	9.9992406	20.957124	4.1765872	118509
23282	40.4182	chr10_19523858_19692078	chr10	19523858	19692078	168220	0.003332937	53.28329	43.653976	1682	9.9988111	23.964801	3.9752817	504660
23283	40.4156	chr16_89039618_89095526	chr16	89039618	89095526	55908	0.0033328564	26.02091	24.966956	559	9.9985691	21.531003	3.410777	167724
23284	40.4131	chr9_96160517_96178320	chr9	96160517	96178320	17803	0.0033327716	23.90323	23.423098	178	9.9983149	21.416873	4.2556461	53409
23285	40.4105	chr9_73233465_73478121	chr9	73233465	73478121	244656	0.0033325704	25.43834	24.669769	2446	9.9977111	21.13969	3.7482308	733968
23286	40.4079	chr1_55429353_55532732	chr1	55429353	55532732	103379	0.0033307861	25.04812	24.592899	1033	9.9923582	21.427754	4.329138	310137
23287	40.4054	chr7_29608046_29706440	chr7	29608046	29706440	98394	0.0033301489	25.90555	25.366877	983	9.9904466	21.389125	4.1877737	295182
23288	40.4028	chr14_56001829_56041773	chr14	56001829	56041773	39944	0.0033296615	24.70233	24.058622	399	9.9889846	21.28006	4.4964003	119832
23289	40.4003	chr4_101843201_101914488	chr4	101843201	101914488	71287	0.0033292653	53.97776	42.195608	712	9.9877958	25.179158	4.2497337	213861
23290	40.3977	chr7_16879934_16966356	chr7	16879934	16966356	86422	0.0033286277	62.14337	51.808337	863	9.9858832	22.021698	4.4316262	259266
23291	40.3951	chr5_14178566_14237156	chr5	14178566	14237156	58590	0.003328213	27.02466	26.314341	585	9.984639	21.480174	5.1684367	175770
23292	40.3926	chrX_84272886_84669362	chrX	84272886	84669362	396476	0.0033276499	61.03135	48.51906	3958	9.9829498	24.875993	3.6039754	1189428
23293	40.39	chr12_31117879_31226505	chr12	31117879	31226505	108626	0.0033263982	28.63505	24.659846	1084	9.9791947	20.942517	4.1117799	325878
23294	40.3875	chr2_28478252_28515734	chr2	28478252	28515734	37482	0.0033260409	42.52692	36.545719	374	9.9781228	23.013712	4.3383738	112446
23295	40.3849	chr22_44772968_44791710	chr22	44772968	44791710	18742	0.0033258635	43.63694	35.138211	187	9.9775904	23.545564	3.7507374	56226
23296	40.3824	chr2_160970693_161045973	chr2	160970693	161045973	75280	0.0033253631	25.83541	24.727807	751	9.9760893	21.239531	4.7504662	225840
23297	40.3798	chr6_8428964_8793579	chr6	8428964	8793579	364615	0.0033249683	72.94076	52.34676	3637	9.974905	21.870253	3.8897385	1093845
23298	40.3772	chr15_53564881_53590245	chr15	53564881	53590245	25364	0.0033249225	25.06055	23.570926	253	9.9747674	21.000142	4.9315103	76092
23299	40.3747	chr7_84529272_84704518	chr7	84529272	84704518	175246	0.00332485	25.08477	24.616131	1748	9.9745501	21.279267	3.8473463	525738
23300	40.3721	chr12_107375664_107398823	chr12	107375664	107398823	23159	0.0033248413	23.9026	23.303428	231	9.9745239	21.104681	4.5464048	69477
23301	40.3696	chr16_80474158_80524488	chr16	80474158	80524488	50330	0.0033247235	24.22206	22.878227	502	9.9741705	21.010916	4.2214298	150990
23302	40.367	chr5_62172224_62251036	chr5	62172224	62251036	78812	0.0033243668	26.51337	25.447145	786	9.9731005	21.347292	4.762012	236436
23303	40.3644	chr1_176447576_176471043	chr1	176447576	176471043	23467	0.0033238164	23.54139	23.081663	234	9.9714493	20.981952	4.515198	70401
23304	40.3619	chr6_162414133_162467488	chr6	162414133	162467488	53355	0.0033236498	50.10394	43.479292	532	9.9709493	24.197776	3.3814684	160065
23305	40.3593	chr5_125575855_125653886	chr5	125575855	125653886	78031	0.0033234655	24.63762	24.083216	778	9.9703964	21.257855	4.0270154	234093
23306	40.3568	chr5_35156607_35248907	chr5	35156607	35248907	92300	0.0033224991	37.16186	36.225142	920	9.9674973	22.412379	4.612677	276900
23307	40.3542	chr16_12377808_12437508	chr16	12377808	12437508	59700	0.0033221664	49.93176	43.497302	595	9.9664992	24.950353	4.2585455	179100
23308	40.3516	chr8_52017710_52055258	chr8	52017710	52055258	37548	0.0033201946	24.12575	23.023921	374	9.9605838	21.14044	3.5418538	112644
23309	40.3491	chr16_84922202_84946801	chr16	84922202	84946801	24599	0.0033199182	23.98458	23.152226	245	9.9597545	21.248539	3.6876547	73797
23310	40.3465	chr5_166610870_166638993	chr5	166610870	166638993	28123	0.0033187545	22.08488	21.711492	280	9.9562636	21.012531	4.5335147	84369
23311	40.344	chr5_59653535_59753076	chr5	59653535	59753076	99541	0.0033185655	32.79077	30.847612	991	9.9556966	21.62791	4.6045895	298623
23312	40.3414	chr10_95069673_95237034	chr10	95069673	95237034	167361	0.0033181765	45.03182	38.103732	1666	9.9545294	23.150206	3.9378145	502083
23313	40.3388	chr9_1278834_1310080	chr9	1278834	1310080	31246	0.003317758	23.45274	22.810083	311	9.953274	21.094939	4.3494027	93738
23314	40.3363	chr5_4574266_4586624	chr5	4574266	4586624	12358	0.0033176889	22.76606	22.160006	123	9.9530668	20.961225	2.8641843	37074
23315	40.3337	chr6_121929822_122010319	chr6	121929822	122010319	80497	0.0033168938	25.39466	25.10068	801	9.9506814	21.670729	3.945471	241491
23316	40.3312	chr16_80893334_80922379	chr16	80893334	80922379	29045	0.0033166925	24.3462	23.946261	289	9.9500775	21.121259	4.5336858	87135
23317	40.3286	chr1_167130283_167168983	chr1	167130283	167168983	38700	0.0033161068	29.41913	26.056789	385	9.9483204	21.690981	4.588082	116100
23318	40.326	chr2_191108837_191144023	chr2	191108837	191144023	35186	0.0033157127	26.88529	26.235989	350	9.9471381	21.883045	4.6862574	105558
23319	40.3235	chr1_199832245_199912873	chr1	199832245	199912873	80628	0.0033156389	25.23852	24.406979	802	9.9469167	21.491024	3.6447593	241884
23320	40.3209	chr10_66727589_66816263	chr10	66727589	66816263	88674	0.0033155153	53.25609	43.174392	882	9.9465458	23.789284	4.4058339	266022
23321	40.3184	chr4_85797697_85886281	chr4	85797697	85886281	88584	0.0033151209	35.05981	29.630825	881	9.9453626	21.748821	4.7114543	265752
23322	40.3158	chr2_223008936_223051570	chr2	223008936	223051570	42634	0.0033150381	24.95191	24.364935	424	9.9451142	21.373305	4.1135917	127902
23323	40.3133	chr4_37334134_37368527	chr4	37334134	37368527	34393	0.003314628	42.73249	40.527172	342	9.9438839	25.356629	3.8343266	103179
23324	40.3107	chr12_75873701_75909603	chr12	75873701	75909603	35902	0.0033145786	24.96993	24.522395	357	9.9437357	21.424246	5.0266777	107706
23325	40.3081	chr5_77175559_77203518	chr5	77175559	77203518	27959	0.003314377	35.48405	34.330119	278	9.943131	22.891371	4.8581537	83877
23326	40.3056	chr18_54711674_54804306	chr18	54711674	54804306	92632	0.0033141895	33.10806	30.342608	921	9.9425684	21.803211	4.476119	277896
23327	40.303	chr15_69756515_69780861	chr15	69756515	69780861	24346	0.0033133437	26.29915	25.485706	242	9.9400312	22.022785	3.9334517	73038
23328	40.3005	chr8_141021996_141069693	chr8	141021996	141069693	47697	0.0033125773	26.14866	25.5877	474	9.9377319	21.510056	3.9468754	143091
23329	40.2979	chr1_216769146_216797527	chr1	216769146	216797527	28381	0.003312075	24.07215	23.540693	282	9.9362249	21.174336	4.230768	85143
23330	40.2953	chr8_132487853_132509089	chr8	132487853	132509089	21236	0.0033119859	25.40092	24.932951	211	9.9359578	21.467214	3.2964823	63708
23331	40.2928	chr22_26549322_26578207	chr22	26549322	26578207	28885	0.0033119843	24.47464	23.85029	287	9.9359529	21.434688	4.9318806	86655
23332	40.2902	chr2_156013080_156076593	chr2	156013080	156076593	63513	0.003311658	23.28594	23.007308	631	9.9349739	21.021299	4.4568918	190539
23333	40.2877	chr16_55086544_55115133	chr16	55086544	55115133	28589	0.0033112969	22.77694	22.476782	284	9.9338907	21.065039	3.5678692	85767
23334	40.2851	chr12_17918795_18147738	chr12	17918795	18147738	228943	0.0033108678	55.98767	49.948323	2274	9.9326033	23.911033	3.3968893	686829
23335	40.2825	chr20_33306960_33323572	chr20	33306960	33323572	16612	0.0033108596	35.15158	31.930498	165	9.9325789	23.438341	4.0663347	49836
23336	40.28	chr6_40706756_40761326	chr6	40706756	40761326	54570	0.0033107324	25.32561	24.842835	542	9.9321972	21.592896	3.9542268	163710
23337	40.2774	chr2_220824371_220864747	chr2	220824371	220864747	40376	0.0033105475	24.23858	23.957351	401	9.9316426	21.243441	4.1409192	121128
23338	40.2749	chr11_123206084_123229445	chr11	123206084	123229445	23361	0.0033103606	23.77595	23.370672	232	9.9310817	21.191074	4.5451571	70083
23339	40.2723	chr8_16885672_16911352	chr8	16885672	16911352	25680	0.0033099688	23.41934	22.819188	255	9.9299065	21.133567	3.9934839	77040
23340	40.2697	chr9_21856778_21914685	chr9	21856778	21914685	57907	0.003309905	55.54185	45.104469	575	9.9297149	23.823118	5.174717	173721
23341	40.2672	chr11_11120119_11153355	chr11	11120119	11153355	33236	0.0033096642	23.82027	23.303557	330	9.9289927	21.170136	4.7772	99708
23342	40.2646	chr9_98911988_98923168	chr9	98911988	98923168	11180	0.0033094812	23.55444	22.923843	111	9.9284436	21.074445	4.245616	33540
23343	40.2621	chr18_40046792_40104810	chr18	40046792	40104810	58018	0.0033093178	24.14956	23.35724	576	9.9279534	20.963894	4.1648983	174054
23344	40.2595	chr16_52910841_52955565	chr16	52910841	52955565	44724	0.0033091852	25.18921	25.021497	444	9.9275557	21.153308	4.0419708	134172
23345	40.2569	chr2_3746933_3827247	chr2	3746933	3827247	80314	0.00330785	54.43718	42.260835	797	9.9235501	23.927937	3.6874622	240942
23346	40.2544	chr14_67422058_67464687	chr14	67422058	67464687	42629	0.0033076075	29.71227	26.668029	423	9.9228225	21.359933	5.0715085	127887
23347	40.2518	chr6_79570054_79619234	chr6	79570054	79619234	49180	0.0033075776	25.20159	25.148083	488	9.9227328	21.543266	4.4843893	147540
23348	40.2493	chr3_21742513_21745738	chr3	21742513	21745738	3225	0.0033074935	22.32372	21.456009	32	9.9224806	20.728371	5.0316421	9675
23349	40.2467	chr9_81860265_82111628	chr9	81860265	82111628	251363	0.0033073019	36.00961	34.621708	2494	9.9219058	24.493897	4.2613953	754089
23350	40.2442	chr2_64144163_64196069	chr2	64144163	64196069	51906	0.0033072606	24.14712	23.827358	515	9.9217817	21.226486	5.7277147	155718
23351	40.2416	chr6_154594197_154655480	chr6	154594197	154655480	61283	0.0033070618	24.46877	24.181115	608	9.9211853	21.38247	4.3710445	183849
23352	40.239	chr20_19753741_19802024	chr20	19753741	19802024	48283	0.003306892	34.5802	33.472809	479	9.920676	22.452537	4.983241	144849
23353	40.2365	chr12_24303118_24339810	chr12	24303118	24339810	36692	0.0033068062	23.81834	23.057797	364	9.9204186	21.20274	4.3780903	110076
23354	40.2339	chr9_7016661_7088043	chr9	7016661	7088043	71382	0.0033061556	49.1965	44.862878	708	9.9184668	25.077362	5.1350469	214146
23355	40.2314	chr4_116954105_117100952	chr4	116954105	117100952	146847	0.0033050272	48.91619	41.277979	1456	9.9150817	24.479576	2.7834136	440541
23356	40.2288	chr10_28724972_28740807	chr10	28724972	28740807	15835	0.0033049153	24.6023	23.534815	157	9.9147458	21.207441	4.0800263	47505
23357	40.2262	chr2_132167210_132285831	chr2	132167210	132285831	118621	0.0033046425	23.89675	23.221392	1176	9.9139276	21.233764	2.9734497	355863
23358	40.2237	chr5_126358726_126422677	chr5	126358726	126422677	63951	0.0033046134	48.24283	36.436036	634	9.9138403	22.070165	5.0371374	191853
23359	40.2211	chr9_87270617_87339421	chr9	87270617	87339421	68804	0.0033040715	30.02674	28.893506	682	9.9122144	21.525739	4.2799735	206412
23360	40.2186	chr15_29170631_29267208	chr15	29170631	29267208	96577	0.0033030639	53.47864	45.821936	957	9.9091916	25.155859	3.7791391	289731
23361	40.216	chr7_2290861_2346784	chr7	2290861	2346784	55923	0.0033021595	39.5903	35.402459	554	9.9064786	22.436667	3.9671589	167769
23362	40.2134	chr7_19175836_19235705	chr7	19175836	19235705	59869	0.0033016531	25.22009	24.848857	593	9.9049592	21.344864	3.9036972	179607
